Crop Name,Column Name,Correlation
RABI SORGHUM,MAIZE,0.46029715210211725
RABI SORGHUM,COTTON,0.4109606733770783
RABI SORGHUM,KHARIF SORGHUM,0.39428171080273267
RABI SORGHUM,OILSEEDS,0.3756491133865593
RABI SORGHUM,FRUITS,0.34833180071073233
RABI SORGHUM,FINGER MILLET,0.3330935140093185
RABI SORGHUM,GROUNDNUT,0.3195925113713413
RABI SORGHUM,BARLEY,-0.2996258409752687
RABI SORGHUM,WHEAT,-0.2959895914789847
RABI SORGHUM,SUGARCANE,0.24740906916752922
RABI SORGHUM,PEARL MILLET,0.2276848434563416
RABI SORGHUM,CHICKPEA,0.2164979814766125
RABI SORGHUM,RAPESEED AND MUSTARD,-0.21395319642835986
RABI SORGHUM,SUNFLOWER,0.18098451488508727
RABI SORGHUM,CASTOR,0.1777952166483661
RABI SORGHUM,RICE,0.16859048767419843
RABI SORGHUM,LINSEED,-0.16510553746946097
RABI SORGHUM,SOYABEAN,0.16485835147705266
RABI SORGHUM,SAFFLOWER,0.16051211795573236
RABI SORGHUM,ONION,0.12918349696133344
RABI SORGHUM,POTATOES,-0.1220127212645467
RABI SORGHUM,FODDER,-0.07253379444723176
RABI SORGHUM,VEGETABLES,-0.050315338971904655
RABI SORGHUM,SESAMUM,0.03280554437164026
RABI SORGHUM,PIGEONPEA,-0.03131544237444588
RABI SORGHUM,MINOR PULSES,-0.024430023023765974
SORGHUM,KHARIF SORGHUM,0.8388545770224404
SORGHUM,RABI SORGHUM,0.6096078096554209
SORGHUM,PEARL MILLET,0.4186762371473408
SORGHUM,CHICKPEA,0.36596655565208225
SORGHUM,GROUNDNUT,0.3606749516697458
SORGHUM,OILSEEDS,0.3373843099024192
SORGHUM,MAIZE,0.3100013430548313
SORGHUM,COTTON,0.2812161371895625
SORGHUM,SOYABEAN,0.27223640096679447
SORGHUM,SUGARCANE,0.15249327644044625
SORGHUM,FRUITS,0.14706334010398925
SORGHUM,FINGER MILLET,0.13996890886709057
SORGHUM,VEGETABLES,-0.13777251355526582
SORGHUM,CASTOR,0.12451888944539069
SORGHUM,ONION,0.10394799980050906
SORGHUM,POTATOES,-0.09776403985628407
SORGHUM,SUNFLOWER,0.08767363681896669
SORGHUM,WHEAT,-0.07236522223339904
SORGHUM,LINSEED,0.06556854943924377
SORGHUM,SAFFLOWER,0.06340769177934075
SORGHUM,PIGEONPEA,0.06081707934276047
SORGHUM,FODDER,-0.049986360510524276
SORGHUM,BARLEY,-0.04701155480293162
SORGHUM,RICE,0.0448310094437462
SORGHUM,RAPESEED AND MUSTARD,-0.035057378159289214
SORGHUM,SESAMUM,0.026252289262584917
SORGHUM,MINOR PULSES,-0.025846506019825733
PEARL MILLET,KHARIF SORGHUM,0.42887988596802334
PEARL MILLET,SORGHUM,0.4186762371473408
PEARL MILLET,COTTON,0.3614233404167572
PEARL MILLET,CASTOR,0.29313954999143327
PEARL MILLET,GROUNDNUT,0.2822452092375933
PEARL MILLET,RAPESEED AND MUSTARD,0.2632582941383873
PEARL MILLET,BARLEY,0.26038162431987455
PEARL MILLET,CHICKPEA,0.24579473405322727
PEARL MILLET,WHEAT,0.2290556968638589
PEARL MILLET,RABI SORGHUM,0.2276848434563416
PEARL MILLET,SUGARCANE,0.19284345596314753
PEARL MILLET,MAIZE,0.14807729742998035
PEARL MILLET,VEGETABLES,-0.14244068096157605
PEARL MILLET,OILSEEDS,0.1378946839786317
PEARL MILLET,RICE,0.10373691380416818
PEARL MILLET,FINGER MILLET,0.09674902913578685
PEARL MILLET,ONION,0.09302042389688536
PEARL MILLET,MINOR PULSES,0.07235130368278402
PEARL MILLET,SUNFLOWER,0.06438716766828113
PEARL MILLET,SAFFLOWER,-0.062204854750724084
PEARL MILLET,POTATOES,0.05764662889192803
PEARL MILLET,PIGEONPEA,0.052806230739773294
PEARL MILLET,SOYABEAN,0.03808367716293596
PEARL MILLET,FODDER,0.029227834267404638
PEARL MILLET,FRUITS,0.019331076599676002
PEARL MILLET,LINSEED,-0.011411737979480936
PEARL MILLET,SESAMUM,0.004384820058359705
MAIZE,FINGER MILLET,0.4933904446768115
MAIZE,RABI SORGHUM,0.46029715210211725
MAIZE,SUNFLOWER,0.42300154821070246
MAIZE,RICE,0.40627427585888565
MAIZE,FRUITS,0.37913497473091345
MAIZE,SUGARCANE,0.35155568542737764
MAIZE,SORGHUM,0.3100013430548313
MAIZE,GROUNDNUT,0.30931816700066794
MAIZE,OILSEEDS,0.3031360217388104
MAIZE,BARLEY,-0.2464199443729699
MAIZE,WHEAT,-0.23179945645013356
MAIZE,COTTON,0.21834826261478343
MAIZE,VEGETABLES,0.20134782521915806
MAIZE,KHARIF SORGHUM,0.19186102617421041
MAIZE,RAPESEED AND MUSTARD,-0.15022894553754632
MAIZE,PEARL MILLET,0.14807729742998035
MAIZE,SESAMUM,0.1425054811693554
MAIZE,SAFFLOWER,0.13385353061862593
MAIZE,FODDER,-0.131033916950564
MAIZE,CHICKPEA,0.09009630295933298
MAIZE,MINOR PULSES,0.07679210360054771
MAIZE,ONION,0.05933310844914833
MAIZE,SOYABEAN,0.049355223547860066
MAIZE,PIGEONPEA,0.03400702695377713
MAIZE,LINSEED,-0.025691127460525508
MAIZE,POTATOES,0.010131875635566747
MAIZE,CASTOR,-0.004080824349657473
FINGER MILLET,MAIZE,0.4933904446768115
FINGER MILLET,WHEAT,-0.44633267335535565
FINGER MILLET,FRUITS,0.3609731163924846
FINGER MILLET,RAPESEED AND MUSTARD,-0.3405237601031323
FINGER MILLET,RABI SORGHUM,0.3330935140093185
FINGER MILLET,SUNFLOWER,0.329150386205162
FINGER MILLET,RICE,0.3032308653813967
FINGER MILLET,BARLEY,-0.2829359237849983
FINGER MILLET,SUGARCANE,0.2623527495914579
FINGER MILLET,GROUNDNUT,0.2209254445311927
FINGER MILLET,SORGHUM,0.13996890886709057
FINGER MILLET,COTTON,0.1377958782438089
FINGER MILLET,POTATOES,-0.1316833878313536
FINGER MILLET,LINSEED,-0.12779790038710848
FINGER MILLET,KHARIF SORGHUM,0.12221893487157691
FINGER MILLET,CHICKPEA,-0.10801432921363663
FINGER MILLET,SESAMUM,0.10606971181925066
FINGER MILLET,FODDER,-0.10202825155367182
FINGER MILLET,PEARL MILLET,0.09674902913578685
FINGER MILLET,SAFFLOWER,0.0950878385619285
FINGER MILLET,ONION,0.08981754842637091
FINGER MILLET,VEGETABLES,0.08497094611748988
FINGER MILLET,MINOR PULSES,-0.034845296353317755
FINGER MILLET,PIGEONPEA,-0.02555597463337187
FINGER MILLET,CASTOR,0.022041217035970437
FINGER MILLET,OILSEEDS,-0.011608689827414793
FINGER MILLET,SOYABEAN,0.0076773797258379555
BARLEY,WHEAT,0.5771324944246937
BARLEY,RAPESEED AND MUSTARD,0.4861067705989411
BARLEY,FRUITS,-0.31154049062446676
BARLEY,RABI SORGHUM,-0.2996258409752687
BARLEY,FINGER MILLET,-0.2829359237849983
BARLEY,FODDER,0.27591014654532586
BARLEY,PEARL MILLET,0.26038162431987455
BARLEY,MAIZE,-0.2464199443729699
BARLEY,SAFFLOWER,-0.2270358753166048
BARLEY,LINSEED,0.2268838085456037
BARLEY,CASTOR,-0.1812602297471599
BARLEY,CHICKPEA,0.17747290138751143
BARLEY,SUNFLOWER,-0.15950611691310118
BARLEY,VEGETABLES,-0.14853378759064614
BARLEY,MINOR PULSES,0.14371498053057716
BARLEY,COTTON,-0.1347928329467393
BARLEY,GROUNDNUT,-0.10808920755499062
BARLEY,ONION,-0.09843688573428695
BARLEY,POTATOES,0.08429468075583905
BARLEY,SESAMUM,-0.08405473444782749
BARLEY,SOYABEAN,-0.052172294254479085
BARLEY,OILSEEDS,-0.0520499261050392
BARLEY,SUGARCANE,-0.04946374180922231
BARLEY,SORGHUM,-0.04701155480293162
BARLEY,RICE,-0.04540039849449927
BARLEY,PIGEONPEA,0.01285738979382563
BARLEY,KHARIF SORGHUM,-0.010539110886013716
CHICKPEA,SORGHUM,0.36596655565208225
CHICKPEA,KHARIF SORGHUM,0.30116132998802425
CHICKPEA,WHEAT,0.28587000659360634
CHICKPEA,RAPESEED AND MUSTARD,0.27272530191683775
CHICKPEA,PIGEONPEA,0.27265739822202256
CHICKPEA,PEARL MILLET,0.24579473405322727
CHICKPEA,GROUNDNUT,0.24565672402426217
CHICKPEA,OILSEEDS,0.22312294086078538
CHICKPEA,RABI SORGHUM,0.2164979814766125
CHICKPEA,SOYABEAN,0.20819923747014696
CHICKPEA,COTTON,0.1932569071279059
CHICKPEA,BARLEY,0.17747290138751143
CHICKPEA,CASTOR,0.16872575836643053
CHICKPEA,LINSEED,0.16510242017054877
CHICKPEA,SESAMUM,0.1204247769805512
CHICKPEA,FINGER MILLET,-0.10801432921363663
CHICKPEA,MAIZE,0.09009630295933298
CHICKPEA,SUNFLOWER,0.08275293650922665
CHICKPEA,RICE,-0.08056526253971914
CHICKPEA,SAFFLOWER,0.07662214178011272
CHICKPEA,SUGARCANE,0.07381221010389521
CHICKPEA,MINOR PULSES,0.056380464095394045
CHICKPEA,FRUITS,-0.048598467405003905
CHICKPEA,POTATOES,0.04613532821518388
CHICKPEA,VEGETABLES,0.036662084938281825
CHICKPEA,ONION,0.016420306530954637
CHICKPEA,FODDER,0.009727266901100288
PIGEONPEA,RAPESEED AND MUSTARD,0.2801240540142339
PIGEONPEA,CHICKPEA,0.27265739822202256
PIGEONPEA,WHEAT,0.20688468228512183
PIGEONPEA,FODDER,-0.17916083482124895
PIGEONPEA,LINSEED,0.1710858621688518
PIGEONPEA,SESAMUM,0.16402525097030224
PIGEONPEA,VEGETABLES,0.14047036074293615
PIGEONPEA,SUNFLOWER,0.1309387386196498
PIGEONPEA,MINOR PULSES,0.11706487324399452
PIGEONPEA,POTATOES,0.09463610594523485
PIGEONPEA,SOYABEAN,-0.083496504852667
PIGEONPEA,CASTOR,0.06365238730552715
PIGEONPEA,SUGARCANE,0.06257655317357903
PIGEONPEA,GROUNDNUT,-0.061043129723869945
PIGEONPEA,SORGHUM,0.06081707934276047
PIGEONPEA,FRUITS,-0.05365508502043307
PIGEONPEA,PEARL MILLET,0.052806230739773294
PIGEONPEA,RICE,0.04981522309727807
PIGEONPEA,KHARIF SORGHUM,0.04452742293533929
PIGEONPEA,ONION,-0.034095529549391664
PIGEONPEA,MAIZE,0.03400702695377713
PIGEONPEA,RABI SORGHUM,-0.03131544237444588
PIGEONPEA,FINGER MILLET,-0.02555597463337187
PIGEONPEA,BARLEY,0.01285738979382563
PIGEONPEA,COTTON,-0.010927057303409845
PIGEONPEA,SAFFLOWER,0.0064867089116091466
PIGEONPEA,OILSEEDS,-0.002555469304577413
MINOR PULSES,RAPESEED AND MUSTARD,0.1932190362219387
MINOR PULSES,WHEAT,0.15129002084182708
MINOR PULSES,OILSEEDS,0.14823842431675285
MINOR PULSES,BARLEY,0.14371498053057716
MINOR PULSES,PIGEONPEA,0.11706487324399452
MINOR PULSES,RICE,0.07733849813120681
MINOR PULSES,MAIZE,0.07679210360054771
MINOR PULSES,PEARL MILLET,0.07235130368278402
MINOR PULSES,POTATOES,0.06988217020576663
MINOR PULSES,SOYABEAN,-0.06757462954683387
MINOR PULSES,CHICKPEA,0.056380464095394045
MINOR PULSES,KHARIF SORGHUM,-0.051056228482704295
MINOR PULSES,SESAMUM,0.04674125008248397
MINOR PULSES,SUGARCANE,0.04633589632198231
MINOR PULSES,CASTOR,-0.0462170857139005
MINOR PULSES,VEGETABLES,0.04565655546699006
MINOR PULSES,SUNFLOWER,0.043986847411320834
MINOR PULSES,ONION,-0.043293000393367476
MINOR PULSES,FINGER MILLET,-0.034845296353317755
MINOR PULSES,FODDER,-0.030081074473509755
MINOR PULSES,SAFFLOWER,-0.029800778189695846
MINOR PULSES,SORGHUM,-0.025846506019825733
MINOR PULSES,RABI SORGHUM,-0.024430023023765974
MINOR PULSES,FRUITS,-0.02144685431741321
MINOR PULSES,GROUNDNUT,-0.018812026109985964
MINOR PULSES,LINSEED,-0.010889152146388307
MINOR PULSES,COTTON,0.005424140031876735
GROUNDNUT,OILSEEDS,0.3647882011429756
GROUNDNUT,SORGHUM,0.3606749516697458
GROUNDNUT,COTTON,0.3288454148680543
GROUNDNUT,RABI SORGHUM,0.3195925113713413
GROUNDNUT,MAIZE,0.30931816700066794
GROUNDNUT,CASTOR,0.2980698573411803
GROUNDNUT,PEARL MILLET,0.2822452092375933
GROUNDNUT,KHARIF SORGHUM,0.26336342209820274
GROUNDNUT,CHICKPEA,0.24565672402426217
GROUNDNUT,SUGARCANE,0.22581754179490163
GROUNDNUT,FINGER MILLET,0.2209254445311927
GROUNDNUT,SUNFLOWER,0.20945299857411176
GROUNDNUT,VEGETABLES,0.1968471414610834
GROUNDNUT,FRUITS,0.19299728691431006
GROUNDNUT,SESAMUM,0.18129911456451486
GROUNDNUT,FODDER,0.13624061575570823
GROUNDNUT,BARLEY,-0.10808920755499062
GROUNDNUT,SOYABEAN,0.1010079928716287
GROUNDNUT,SAFFLOWER,0.09351612861128915
GROUNDNUT,WHEAT,-0.08280489275486265
GROUNDNUT,ONION,0.0700507138644897
GROUNDNUT,PIGEONPEA,-0.061043129723869945
GROUNDNUT,POTATOES,0.05288988683219238
GROUNDNUT,RICE,0.04539090003104247
GROUNDNUT,MINOR PULSES,-0.018812026109985964
GROUNDNUT,LINSEED,0.015729998505337107
GROUNDNUT,RAPESEED AND MUSTARD,0.008415405130657645
SESAMUM,VEGETABLES,0.36508174143492783
SESAMUM,LINSEED,0.2847639767691389
SESAMUM,GROUNDNUT,0.18129911456451486
SESAMUM,PIGEONPEA,0.16402525097030224
SESAMUM,RAPESEED AND MUSTARD,0.1604407208525092
SESAMUM,SUNFLOWER,0.14456938194887314
SESAMUM,CASTOR,0.14398945639798547
SESAMUM,MAIZE,0.1425054811693554
SESAMUM,POTATOES,0.135921496842826
SESAMUM,CHICKPEA,0.1204247769805512
SESAMUM,FINGER MILLET,0.10606971181925066
SESAMUM,SUGARCANE,0.10546073980436824
SESAMUM,SAFFLOWER,0.10422531217777559
SESAMUM,BARLEY,-0.08405473444782749
SESAMUM,ONION,0.07018616399332446
SESAMUM,RICE,0.05666151555813564
SESAMUM,FODDER,-0.05401274867278051
SESAMUM,COTTON,0.049571271028082106
SESAMUM,MINOR PULSES,0.04674125008248397
SESAMUM,FRUITS,0.038446643224163086
SESAMUM,SOYABEAN,-0.0374055641969691
SESAMUM,RABI SORGHUM,0.03280554437164026
SESAMUM,SORGHUM,0.026252289262584917
SESAMUM,KHARIF SORGHUM,0.02180757008206375
SESAMUM,WHEAT,0.01697417054472414
SESAMUM,OILSEEDS,-0.009652116716106187
SESAMUM,PEARL MILLET,0.004384820058359705
RAPESEED AND MUSTARD,WHEAT,0.6977342854948302
RAPESEED AND MUSTARD,BARLEY,0.4861067705989411
RAPESEED AND MUSTARD,FRUITS,-0.34330562488330174
RAPESEED AND MUSTARD,FINGER MILLET,-0.3405237601031323
RAPESEED AND MUSTARD,PIGEONPEA,0.2801240540142339
RAPESEED AND MUSTARD,CHICKPEA,0.27272530191683775
RAPESEED AND MUSTARD,PEARL MILLET,0.2632582941383873
RAPESEED AND MUSTARD,LINSEED,0.2196609132581707
RAPESEED AND MUSTARD,RABI SORGHUM,-0.21395319642835986
RAPESEED AND MUSTARD,SAFFLOWER,-0.2055805858367916
RAPESEED AND MUSTARD,MINOR PULSES,0.1932190362219387
RAPESEED AND MUSTARD,POTATOES,0.18871093277772102
RAPESEED AND MUSTARD,CASTOR,0.18719877833605622
RAPESEED AND MUSTARD,FODDER,0.1716965576383478
RAPESEED AND MUSTARD,SESAMUM,0.1604407208525092
RAPESEED AND MUSTARD,MAIZE,-0.15022894553754632
RAPESEED AND MUSTARD,SOYABEAN,-0.13151520635058275
RAPESEED AND MUSTARD,SUNFLOWER,-0.09684844594515069
RAPESEED AND MUSTARD,OILSEEDS,0.08685204326068217
RAPESEED AND MUSTARD,KHARIF SORGHUM,-0.05586306407493706
RAPESEED AND MUSTARD,ONION,-0.05153716713689425
RAPESEED AND MUSTARD,SUGARCANE,-0.04832212304109977
RAPESEED AND MUSTARD,COTTON,0.04787205757319374
RAPESEED AND MUSTARD,SORGHUM,-0.035057378159289214
RAPESEED AND MUSTARD,VEGETABLES,0.03397804887635664
RAPESEED AND MUSTARD,RICE,-0.030895485864248083
RAPESEED AND MUSTARD,GROUNDNUT,0.008415405130657645
SAFFLOWER,BARLEY,-0.2270358753166048
SAFFLOWER,VEGETABLES,0.22668104619506477
SAFFLOWER,SOYABEAN,0.21259366043584632
SAFFLOWER,RAPESEED AND MUSTARD,-0.2055805858367916
SAFFLOWER,SUNFLOWER,0.20245871332082824
SAFFLOWER,SUGARCANE,0.1931204137896937
SAFFLOWER,COTTON,0.17079056023038025
SAFFLOWER,RABI SORGHUM,0.16051211795573236
SAFFLOWER,ONION,0.1434921319178097
SAFFLOWER,WHEAT,-0.13886604459444465
SAFFLOWER,MAIZE,0.13385353061862593
SAFFLOWER,KHARIF SORGHUM,0.13353973610360245
SAFFLOWER,SESAMUM,0.10422531217777559
SAFFLOWER,FINGER MILLET,0.0950878385619285
SAFFLOWER,GROUNDNUT,0.09351612861128915
SAFFLOWER,FODDER,-0.07803691207098738
SAFFLOWER,CHICKPEA,0.07662214178011272
SAFFLOWER,SORGHUM,0.06340769177934075
SAFFLOWER,PEARL MILLET,-0.062204854750724084
SAFFLOWER,FRUITS,0.058410398636712664
SAFFLOWER,CASTOR,0.04920694918575159
SAFFLOWER,MINOR PULSES,-0.029800778189695846
SAFFLOWER,POTATOES,0.029683474312055244
SAFFLOWER,OILSEEDS,0.013674308334375445
SAFFLOWER,RICE,-0.01223359046438085
SAFFLOWER,PIGEONPEA,0.0064867089116091466
SAFFLOWER,LINSEED,0.0010105252665764475
CASTOR,COTTON,0.4699400477620506
CASTOR,GROUNDNUT,0.2980698573411803
CASTOR,PEARL MILLET,0.29313954999143327
CASTOR,RICE,-0.21281022440683883
CASTOR,RAPESEED AND MUSTARD,0.18719877833605622
CASTOR,BARLEY,-0.1812602297471599
CASTOR,RABI SORGHUM,0.1777952166483661
CASTOR,CHICKPEA,0.16872575836643053
CASTOR,OILSEEDS,0.16097654067574463
CASTOR,ONION,0.15776168107374353
CASTOR,FODDER,0.15121663913137334
CASTOR,SESAMUM,0.14398945639798547
CASTOR,SORGHUM,0.12451888944539069
CASTOR,KHARIF SORGHUM,0.09390228359521278
CASTOR,SUNFLOWER,-0.08215373201530937
CASTOR,PIGEONPEA,0.06365238730552715
CASTOR,LINSEED,-0.05689035239103628
CASTOR,POTATOES,-0.05074871602247373
CASTOR,SAFFLOWER,0.04920694918575159
CASTOR,MINOR PULSES,-0.0462170857139005
CASTOR,SOYABEAN,-0.043182376259807614
CASTOR,SUGARCANE,0.0372892384015812
CASTOR,FINGER MILLET,0.022041217035970437
CASTOR,FRUITS,0.021427612665075032
CASTOR,WHEAT,0.019075068516001444
CASTOR,VEGETABLES,-0.016725641849974587
CASTOR,MAIZE,-0.004080824349657473
LINSEED,SESAMUM,0.2847639767691389
LINSEED,BARLEY,0.2268838085456037
LINSEED,RAPESEED AND MUSTARD,0.2196609132581707
LINSEED,WHEAT,0.17368274996583868
LINSEED,PIGEONPEA,0.1710858621688518
LINSEED,RABI SORGHUM,-0.16510553746946097
LINSEED,CHICKPEA,0.16510242017054877
LINSEED,FRUITS,-0.15117145750873348
LINSEED,RICE,-0.14519141156588958
LINSEED,COTTON,-0.13893941146994446
LINSEED,FINGER MILLET,-0.12779790038710848
LINSEED,SOYABEAN,0.11462252117131812
LINSEED,OILSEEDS,-0.10257476445037762
LINSEED,KHARIF SORGHUM,0.08928706516351011
LINSEED,VEGETABLES,0.07616361751834647
LINSEED,SORGHUM,0.06556854943924377
LINSEED,POTATOES,-0.05753732350789301
LINSEED,CASTOR,-0.05689035239103628
LINSEED,SUGARCANE,-0.05202590462904598
LINSEED,SUNFLOWER,-0.034325993092407
LINSEED,MAIZE,-0.025691127460525508
LINSEED,GROUNDNUT,0.015729998505337107
LINSEED,ONION,-0.014168027946944608
LINSEED,FODDER,0.012506152079087564
LINSEED,PEARL MILLET,-0.011411737979480936
LINSEED,MINOR PULSES,-0.010889152146388307
LINSEED,SAFFLOWER,0.0010105252665764475
SUNFLOWER,MAIZE,0.42300154821070246
SUNFLOWER,VEGETABLES,0.35810704890118755
SUNFLOWER,RICE,0.3480879131033037
SUNFLOWER,SUGARCANE,0.33857748316965697
SUNFLOWER,FINGER MILLET,0.329150386205162
SUNFLOWER,FRUITS,0.2529906643632431
SUNFLOWER,POTATOES,0.22358708370755284
SUNFLOWER,GROUNDNUT,0.20945299857411176
SUNFLOWER,SAFFLOWER,0.20245871332082824
SUNFLOWER,RABI SORGHUM,0.18098451488508727
SUNFLOWER,BARLEY,-0.15950611691310118
SUNFLOWER,SESAMUM,0.14456938194887314
SUNFLOWER,PIGEONPEA,0.1309387386196498
SUNFLOWER,SOYABEAN,-0.12418392240923984
SUNFLOWER,FODDER,-0.1153514733198275
SUNFLOWER,WHEAT,-0.1039623090218029
SUNFLOWER,RAPESEED AND MUSTARD,-0.09684844594515069
SUNFLOWER,OILSEEDS,0.08848212663513823
SUNFLOWER,SORGHUM,0.08767363681896669
SUNFLOWER,CHICKPEA,0.08275293650922665
SUNFLOWER,CASTOR,-0.08215373201530937
SUNFLOWER,COTTON,0.07605510942644095
SUNFLOWER,PEARL MILLET,0.06438716766828113
SUNFLOWER,KHARIF SORGHUM,0.04422672766748163
SUNFLOWER,MINOR PULSES,0.043986847411320834
SUNFLOWER,LINSEED,-0.034325993092407
SUNFLOWER,ONION,0.012991354652153902
SOYABEAN,KHARIF SORGHUM,0.32555330127135207
SOYABEAN,SORGHUM,0.27223640096679447
SOYABEAN,SAFFLOWER,0.21259366043584632
SOYABEAN,RICE,-0.20978318500669496
SOYABEAN,CHICKPEA,0.20819923747014696
SOYABEAN,POTATOES,-0.1745731901510199
SOYABEAN,VEGETABLES,-0.16925321891960507
SOYABEAN,RABI SORGHUM,0.16485835147705266
SOYABEAN,RAPESEED AND MUSTARD,-0.13151520635058275
SOYABEAN,SUNFLOWER,-0.12418392240923984
SOYABEAN,FRUITS,-0.11660541333558817
SOYABEAN,LINSEED,0.11462252117131812
SOYABEAN,GROUNDNUT,0.1010079928716287
SOYABEAN,FODDER,-0.10064467445403999
SOYABEAN,COTTON,0.09300080652030526
SOYABEAN,PIGEONPEA,-0.083496504852667
SOYABEAN,MINOR PULSES,-0.06757462954683387
SOYABEAN,ONION,0.06680053291880828
SOYABEAN,BARLEY,-0.052172294254479085
SOYABEAN,MAIZE,0.049355223547860066
SOYABEAN,CASTOR,-0.043182376259807614
SOYABEAN,PEARL MILLET,0.03808367716293596
SOYABEAN,SESAMUM,-0.0374055641969691
SOYABEAN,OILSEEDS,0.02634870586523044
SOYABEAN,SUGARCANE,-0.009583330430605927
SOYABEAN,FINGER MILLET,0.0076773797258379555
SOYABEAN,WHEAT,-0.0024661516955793846
OILSEEDS,RABI SORGHUM,0.3756491133865593
OILSEEDS,GROUNDNUT,0.3647882011429756
OILSEEDS,SORGHUM,0.3373843099024192
OILSEEDS,COTTON,0.33066549004529944
OILSEEDS,MAIZE,0.3031360217388104
OILSEEDS,CHICKPEA,0.22312294086078538
OILSEEDS,FRUITS,0.21916365237275315
OILSEEDS,CASTOR,0.16097654067574463
OILSEEDS,KHARIF SORGHUM,0.14831293798421277
OILSEEDS,MINOR PULSES,0.14823842431675285
OILSEEDS,SUGARCANE,0.14525574503279076
OILSEEDS,PEARL MILLET,0.1378946839786317
OILSEEDS,RICE,0.11178130205325554
OILSEEDS,LINSEED,-0.10257476445037762
OILSEEDS,SUNFLOWER,0.08848212663513823
